index,source_id,source_path,file_type,document_char_count,document_word_count,chunk_count,avg_chunk_words,max_chunk_words,min_chunk_words,status
252,1y_BrvyYoCbKhD5AqIUkgwkVZGsVg6pV0,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/Development of Some Unconventional Centrifugal Pumps.pdf,pdf,113522,18790,25,751.6,953,173,ok
253,1foEB3HOkHMmYvHWuu0lNYjd3N-Ltgexp,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/Rotating and Positive-Displacement Pumps for Low-Thrust Rocket Engines.pdf,pdf,193301,33943,63,734.27,899,447,ok
254,17-rFpNE0FmII1aS3YBHmm93NH8PblnS7,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Shaft Manufacturing Research.docx,docx,2408,395,1,395.0,395,395,ok
255,1tNczDOsWvsSJx3tcPy1q4_DQ_VJ0GalE,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Bearings / Fittings/Eqns and Nomenclature for Curvic Coupling Design and Application.pdf,pdf,57525,9438,17,731.94,890,502,ok
256,1zuv7laqrj1-uT01hLwI93laBPiEI-hvi,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Bearings / Fittings/NASAbearingdata.pdf,pdf,82516,12752,22,703.27,885,327,ok
257,1Q7fPGjl6WF1HIlGak4VB4OlV9wlLqtV4quADSz0tXvU,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Bearings / Fittings/Links to Bearing Resources,txt,314,26,1,26.0,26,26,ok
258,1s1UOD3-OBSTOyB6D6Iffic22hstHHP19,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Bearings / Fittings/Impeller-Fits-to-Shafts-Explained.pdf,pdf,5768,748,1,748.0,748,748,ok
259,1xkIHbT0Wm81F8-4pBaNdnmhVK_m_8Nph,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Manufacturing / Machining/machines-11-00373-with-cover.pdf,pdf,32022,5033,8,735.0,848,632,ok
260,155iyWWgh7JRL76PnIy5dOURS93nJ6qcS,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Manufacturing / Machining/Study of Manufacturing Processes for Liquid Rocket Turbopump Impellers Test and Analysis.pdf,pdf,37654,5756,12,708.58,885,459,ok
261,1IZmpgEjcxikQZ-EzdygjCWnBQZjzUOtz,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Handmade Notes/Sealing Basics.pdf,pdf,221,11,1,11.0,11,11,ok
262,1Id-ZS0uxx9BfHZig3-7q3hmIPjtcJhxW,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Handmade Notes/LRI Notes - CURVIC COUPLING EQNS.pdf,pdf,1028,112,1,112.0,112,112,ok
263,12IT2fi_Vbpr3lJkY7nwazTtNXZkbeTMoEc0MRINKIS0,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/Website resouces,txt,109,16,1,16.0,16,16,ok
264,1gm0vt3VqGvWfHFPXO7CzzY6GnlHTQ66L,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/NASA Liquid Rocket Engine Turbopump Shafts and Couplings - Annotated Version.pdf,pdf,237696,16718,28,752.82,864,682,ok
265,1ap-u-KWE9lCKTt7dD3x9ow0Mti5jRpzJ,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/Single-Shaft Turbopumps in Liquid Rocket Engines.pdf,pdf,33733,5591,8,771.0,875,622,ok
266,1GtwBc_HVvSK80fPMg0SaWw0q1dUqGToA,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/NASA Design Criteria Monograph on Turbopump Shafts and Couplings.pdf,pdf,5066,722,1,722.0,722,722,ok
267,1RW2uNkBuwIBg-njNWV_kScTNKFbBV4WM,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/NASA Liquid Rocket Engine Turbopump Shafts and Couplings.pdf,pdf,256567,37627,82,748.39,890,493,ok
268,1w85AP6N7sSyhM6SaK_nVQhfigfT-lp9B,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Pump Shaft - Iteration 1/Iteration 1 Pump Shaft - PreCAD Instructional Manual.pdf,pdf,28781,2920,5,762.2,856,634,ok
269,1WVkzkoJrLZBl6zN7Hi9-zU0rXLTfZSmN,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/O-rings/Bearings Research/An Overview of Bearing Candidates for the Next Generation of Reusable Liquid Rocket Turbopumps.pdf,pdf,54941,8438,13,717.92,899,319,ok
270,1UrM7tI8JiapS6aSiSDYkZIwmAuS_qZw0,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/O-rings/Bearings Research/Leakage performance of floating ring seal in cold.pdf,pdf,44109,7615,11,692.27,962,226,ok
271,18jqpwqmxUnQwC4daAQskeXZI0eXpZAy4,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/O-rings/Bearings Research/EVALUATION OF ELASTOMERS AS O-RING SEALS FOR LIQUID ROCKET FUEL AND OXIDIZER SYSTEMS.pdf,pdf,72588,11878,26,695.77,896,192,ok
272,1N9fxYLu6KavEGzNpqU0AwWgytbOSlXcv8Q5lOqEcCJg,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Storage Ideas/Materials,txt,327,46,1,46.0,46,46,ok
273,1QMwgBgub807QItnlzDXFSszy3MRyUzmZrHFxMlOp5SM,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Materials and Cryogenics Research Document ,txt,762,65,1,65.0,65,65,ok
274,1I8FG5Q5W9U_wL0huttyiFmHpQo5Nsw0S,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/Post-CDR updates (version 7.0+)/8.2/README.txt,txt,1506,196,1,196.0,196,196,ok
275,1e5kZxodcCh3sxBlhkNb-rPBL2dh_p-vj,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/Post-CDR updates (version 7.0+)/8.1/README.txt,txt,3341,477,1,477.0,477,477,ok
276,16LnfgKPVAEfVG1hG6HzrRDaZNNdfze_Q,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/Post-CDR updates (version 7.0+)/8.0/README.txt,txt,4150,423,1,423.0,423,423,ok
277,1bBryO8O0aNwsnDTvdQfCXYDt9pPE_TLc,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/NX older Versions(Retired)/Updated CAD (not really idk what this is)/00 Make sure to reupload files from drive before use.txt,txt,49,9,1,9.0,9,9,ok
278,1Jg_ystZK-zNUA79S9ko-SusEVtTMN7yn,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/NX older Versions(Retired)/2.5/!2.5_README.txt,txt,106,16,1,16.0,16,16,ok
279,1ZhCiFFQRWILEMurHJhEh0hpgzP6WU4l-ri_Sfksl0Z0,Technical Teams/Pumps/Pumps Design/Design Reviews/Fall 2024 CDR/Fall 2024 CDR Geyser Mk2 ,pdf,10534,1699,3,577.33,776,227,ok
280,1XgR5MeLI-gTjlf_B9EHSEEQHGIDcB_xdpuscfkFMhlI,Technical Teams/Pumps/Pumps Design/Design Reviews/Fall 2024 CDR/LRI pumps CDR 2.0 info,txt,3453,572,1,572.0,572,572,ok
281,1U_IUeBPxjzFoIkTqFSRFabZmG7R4HgfZ,Technical Teams/Pumps/Pumps Design/Design Reviews/Fall 2024 CDR/LRI Pumps_ Critical Design Review- Meeting Transcript.docx,docx,68731,12643,15,842.87,900,192,ok
282,1GDo1enZ722_ugqEOZFXk3pNzILCtMfcQPwjnUIdx428,Technical Teams/Pumps/Pumps Design/Design Reviews/Fall 2024 CDR/Pumps CDR 2.0: specific feedback,txt,1121,197,1,197.0,197,197,ok
283,1R80Nx1H2OlIw3ylBayjcIc9j9fL840Au4YyZxLRFo0Q,Technical Teams/Pumps/Pumps Design/Design Reviews/Fall 2024 CDR/CDR 2 Prep Notes,txt,645,106,1,106.0,106,106,ok
284,1L8sQuFjB0CuToM9lY2R-L16YmBfRvVB49YE5gwj0sAg,Technical Teams/Pumps/Pumps Design/Design Reviews/Spring 2024 CDR/Spring 2024 CDR Geyser Mk2,pdf,6461,1016,2,572.0,796,348,ok
285,1KfIK-PYB9W18fHox9xxRt_S_7yON4mJUdzHMA6E7kWQ,Technical Teams/Pumps/Admin and Meetings/Slideshows/Fall 2025 Slides/Pumps Meeting 10/9/25,pdf,2509,389,1,389.0,389,389,ok
286,1tRWJ6wbXyfoZdQwBFdAdGTNfjeAd9i3AGyobEyHiz84,Technical Teams/Pumps/Admin and Meetings/Slideshows/Fall 2025 Slides/Pumps Meeting 9/25/25,pdf,1811,304,1,304.0,304,304,ok
287,1XycQB8gpCTQWuIxbsPc1Gu-cDAkuMB7OHj5kkoruMrU,Technical Teams/Pumps/Admin and Meetings/Slideshows/Fall 2025 Slides/Pumps Orientation 9/18/25,pdf,4683,757,1,757.0,757,757,ok
288,1Bd6YvyaT3SK3P4BfjTMgLox2_eHRb9BRF_0W1AiAlSg,Technical Teams/Pumps/Admin and Meetings/Slideshows/NX Onboarding/LRI NX onboarding 1,pdf,872,149,1,149.0,149,149,ok
289,1KuIyZzMR8ndA05WAxZp7fier-6SesCbh1D3tnZbVZl8,Technical Teams/Pumps/Admin and Meetings/Slideshows/Summer 2025 Slides/8/7 Pumps General Meeting,pdf,3347,589,1,589.0,589,589,ok
290,1n9Fug7KnQgBr0vvqpeBA2wpDcCXlyn6XYgPvx0EJtdw,Technical Teams/Pumps/Admin and Meetings/Slideshows/Summer 2025 Slides/7/10 Pumps General Meeting,pdf,3513,613,1,613.0,613,613,ok
291,1djIHb7uqmueqTMBM742eUpf-yek1AayGsjqIK5vicEk,Technical Teams/Pumps/Admin and Meetings/Slideshows/Summer 2025 Slides/6/30 Pumps General Meeting,pdf,3073,539,1,539.0,539,539,ok
292,17cEObiO65NKROQKDYip2p1uBUNOQMACMFRP8UebMSyo,Technical Teams/Pumps/Admin and Meetings/Slideshows/Summer 2025 Slides/Summer 2025 Pumps Orientation,pdf,2700,434,1,434.0,434,434,ok
293,1PM5D2KYGnHoyls6-cPBlR1Kc3-rSg1PfMtxPRwQT_Nw,Technical Teams/Pumps/Admin and Meetings/Meetings with industry partners/11/8 meeting with NTN,txt,1668,286,1,286.0,286,286,ok
294,1nlAEtuY2h0uguhg_2p-8cZjDrEeJh0S1wQEF-kxDTfk,Technical Teams/Pumps/Admin and Meetings/Meetings with industry partners/Barber Nichols Meeting Notes/BN Bearing Meeting ,txt,1725,313,1,313.0,313,313,ok
295,15U4MEjdrBy20m34Vkwzs6T6wPpgfdOTBmolC9p_iQ6Y,Technical Teams/Pumps/Admin and Meetings/Meetings with industry partners/Barber Nichols Meeting Notes/BN Team Meeting Notes 12.11.2023,txt,922,182,1,182.0,182,182,ok
296,1l7oMXaN-MXEOIFklqRFxkJrXtm22CqDW367yC1z9Ovo,Technical Teams/Pumps/Admin and Meetings/Lesson Plans/Centrifugal Pumps 101,txt,1295,214,1,214.0,214,214,ok
297,1Pjb6YnIpS5UKZS8cXVDO4GD4GvP55f2eRL7PYcMxxXw,Technical Teams/Pumps/Admin and Meetings/Lesson Plans/Bearings + shaft alignment 101,txt,1547,244,1,244.0,244,244,ok
298,1YJQOPfYjV9a3tFTJkw7tGRN5i6K2qUf60ieIPE7-r2w,Technical Teams/Pumps/Admin and Meetings/Lesson Plans/What is Specific Speed,txt,835,160,1,160.0,160,160,ok
299,18V3X5wDrn6g4r-ON0jDpgbteQSO2l5GdfEnusHzMOLI,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Task Docs/Pumps task doc: ARCHIVE,txt,1894,303,1,303.0,303,303,ok
300,16FILppydg7btgN03gHS_b8o_7fMDc2aQNkmcRU0ITJ0,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Task Docs/Pumps task doc: CURRENT,txt,7045,1197,2,599.5,749,450,ok
301,1ECcmyKmMS_JfNyZlYtSrKDwCQaOYO5o7ULiQjBrcG88,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 25/1/28 Pumps meeting notes,txt,6867,1039,2,531.0,783,279,ok
302,1Ter8UY3Qy2KAmBrOMD0a0v1RcbLwSeF5PTOGf_BQjAg,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/10/28 meeting notes ,txt,1020,163,1,163.0,163,163,ok
303,1LlOZuJCEGlkR7XkOH7mhETQNuqnrdMsbGtnJKp_Qa5I,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/10/21 meeting notes ,txt,671,113,1,113.0,113,113,ok
304,1m-974KFMd1KT3uxSlULq-RVRn8wwkK3MElyS6CNaTjs,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/10/7 meeting notes ,txt,1547,232,1,232.0,232,232,ok
305,1BKsH6WqPEPiy_Ol60pRsOXesuWHB4CiCie4ILFeLGbA,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/9/30 meeting notes ,txt,1530,253,1,253.0,253,253,ok
306,1ftRN9dvjZjUl1TNVVgr4z9k7yyEwT_6phItva5kEQEY,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/9/23 meeting notes ,txt,1661,277,1,277.0,277,277,ok
307,10Gi90F3AAn4KK-gY9vNxqVaifUfp-u3AtnZnMcEWzaI,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/9/16 meeting notes ,txt,4991,825,1,825.0,825,825,ok
308,165lszVBATZuyY2xHtaXwRlBeh8ap4gdyIni_ZxG_uvw,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/9/9 meeting notes ,txt,8424,1387,2,752.5,776,729,ok
309,1FsfhLIeir-Gk__axwVWvkXQzG-Iml3Xg67tQwGAuaj4,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/9/2 meeting notes ,txt,7969,1331,2,668.5,768,569,ok
310,1NzIncZ2RXhtIxQ5YWyqA9wEZ0nPcQqkB4eW5yq5Y4dc,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/Pumps meeting notes template,txt,707,117,1,117.0,117,117,ok
311,1wCjcxsnoUCgJpugyJw-rT9joflzO3N0xkiwlLt4397s,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/8/9 meeting notes ,txt,3005,490,1,490.0,490,490,ok
312,1g2TctrUBbUsQ3aJMtjKfkbzpYiYCw2S5l0FL_w5IO_U,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 6/21,txt,3381,566,1,566.0,566,566,ok
313,1hHtSqTbfGYdZ1rrd6tExJDTFdKkuY85W5nggx2i9lis,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 6/9,txt,4716,793,1,826.0,826,826,ok
314,1DH3YxB81XrHvyPmnOWedk40aArP9-eCe5ZbZzGYs1yA,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 4/30,txt,11413,1956,3,778.33,849,729,ok
315,1tbJKV7Tieqzxx3jzTNc349CWuS1VHSDb_Gk6knxmR7o,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 4/23,txt,6346,1099,2,711.5,772,651,ok
316,1JdcTdvjxqFMHqi_kHR8w3eKjsKct2517rKtQKXjFS_k,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 4/16,txt,6821,1182,2,753.0,855,651,ok
317,1Qo-n7PzXGRMdKBf0IbN0YNMctRLgaqTBI-MTvgdErM8,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 4/9,txt,7913,1381,2,753.0,776,730,ok
318,11yghRQcbD2TlZKOYGtRNHXSVIdnkEjCD72yOitYIDac,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 3/25,txt,10776,1891,3,738.33,855,620,ok
319,1z_ha8Ti_rRZUA3sBoOYUiO9yC236fi6x49NooePi_78,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 3/18,txt,11418,1950,4,585.25,829,327,ok
320,1vhkgdE3iYxUMIt60vtyMUv-eb3qMgAnes3VMGhF1frc,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 3/5,txt,9219,1572,3,630.33,858,269,ok
321,1TbLPEL9pVYWXo8AveakqEIVZ77o-VeoslrSu7hIIBvs,Technical Teams/Special Research and Development/Onboarding for 2025/LRI Pyrovalve Information Slides,pdf,2080,355,1,355.0,355,355,ok
322,1zWwyKLWrRB8a98xoJAZSk75e-gDaPteYqOztVR7QPdE,Technical Teams/Special Research and Development/Onboarding for 2025/First SRD Meeting Presentation,pdf,6175,1027,2,536.0,770,302,ok
323,1hsx_w73SvNDbjVotkvb7ki0KIjlKD5IFEuhhvqlk2b4,Technical Teams/Special Research and Development/Resources/SRD-Project Charter,txt,870,93,1,93.0,93,93,ok
324,1F2NcOdr3JZDFpwJ0fj1r92GlXJfQ_XeKbg2Q4_XVUEE,Technical Teams/Special Research and Development/Resources/Technical Report Template,txt,1094,195,1,195.0,195,195,ok
325,1fY2AN8F8uMFEHnxt6a9P1IHAy6SZt4EA,Technical Teams/Special Research and Development/Resources/Project Charter Presentation.pdf,pdf,6665,1023,2,540.5,774,307,ok
326,13-y9ANCR1oLXGsen3ujEi0VqwEVsXjn6y7GDJ9ja7Ws,Technical Teams/Special Research and Development/Archives/#005 Rollerons/Rolleron Technical Report,txt,4658,734,1,734.0,734,734,ok
327,1R_TzZysuBt-1vCNxvr0SVByegoHLnisQt_QyxA9DGKQ,Technical Teams/Special Research and Development/Archives/#005 Rollerons/Rollerons Technical Report,txt,1054,190,1,190.0,190,190,ok
328,1E-x9uYkFcs1YmwiJH064tLrXTXLHHxXmmGyOi8roNY8,Technical Teams/Special Research and Development/Archives/#005 Rollerons/SRD-Project Charter Rollerons,txt,1526,196,1,196.0,196,196,ok
329,10nn6rVLZoXURXmJ8qFdHhbTpZXT6dB7V-W6jVlD-ka4,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Regen Code Equations,txt,6607,925,2,464.5,759,170,ok
330,1bIi8RBUJxAMpDIElMJjOxSAn0LWORBzcXaPJN8OlMOQ,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/PDR - Feb 2nd 2025/Ripple - PDR,pdf,20796,3408,5,704.0,779,522,ok
331,16MCzGlu7sWq1W0Mad9nbw9F8hxTaqV-Woy39ZXK41dA,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/PDR - Feb 2nd 2025/PDR Roles,txt,452,78,1,78.0,78,78,ok
332,1MjI6VGcLKoh1Z-veC-aEnMjJjMmfW0TIg-GBmmaoRKU,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Coolant System/Coolant System Specifications ,txt,210,36,1,36.0,36,36,ok
333,1965-YJFudKmqJ-YxcOZnNvmElxPL9DYG_IezYZnqgfw,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Media/Info Page,pdf,1482,223,1,223.0,223,223,ok
334,1tLUJzznbohsEgbkUiziuuETHJvFO4Jyu_bI1At86BqQ,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Electronics/LabVIEW/LabView Doc,txt,90,13,1,13.0,13,13,ok
335,1PhhPf31VHgwM-cwW8t3VDqmZ1-LIU4-ouf0A8-VVfzg,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Copy of Project Charter Document Example,txt,3380,527,1,527.0,527,527,ok
336,1DOQT0W1YKW-LasZgOvEVsllMsY69x82HaKg32_i4nrE,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Meeting Notes/PrePDR 1/19/25,txt,351,62,1,62.0,62,62,ok
337,15_df-x46Q8QDAOxofsW3WH9ZQdZJXYURtbDbe685kPo,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Meeting Notes/Meeting 1/26/26,txt,187,35,1,35.0,35,35,ok
338,18Af82MWV95UlHV573qFfRFm61vjR0unEazcE3fy3JlE,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Meeting Notes/1/25/25 Meeting,txt,313,58,1,58.0,58,58,ok
339,1jnIlag1sjDLt32cxSevjKoYn1djWC8ZPKHXff3vOpnQ,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Meeting Notes/Meeting 1/20/25,txt,216,37,1,37.0,37,37,ok
340,1-JOP7DTnczn5WZC2eguqUrzC3dt35K8LBdFxn5C-MuM,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Meeting Notes/Meeting 1/15/25,txt,474,87,1,87.0,87,87,ok
341,138MFIIl5Pm0bd6g681pHPn00-4X-LkD4UCaEhwSfVlU,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Meeting Notes/Meeting Notes 1/12/25,txt,868,162,1,162.0,162,162,ok
342,1hmJoYxATR9iSgy-FVt28mgzVjBPGH-MLos0GT1r_uuo,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Meeting Notes/1/8/25 Meeting,txt,501,97,1,97.0,97,97,ok
343,19C5aiaRH3JCfRMVJYOkL6YfOX6L8c34A4J7y2vqiy5U,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Meeting Notes/1/4/25 Work Session,txt,297,54,1,54.0,54,54,ok
344,1oGuMMz6yaad898sVkJq3noZDb2PPqMzAAsjv02-76vQ,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Meeting Notes/1/3/25 Meet,txt,696,118,1,118.0,118,118,ok
345,16Os3gDsMuvCik-OTsQr8znETQRVaTDXj6CdN_GjcPX0,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Meeting Notes/12/30 Meeting,txt,347,60,1,60.0,60,60,ok
346,1xQXFSmoMJvoGJUiXaABDGuMHTp9bNFeNPWPBeSC0sII,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Meeting Notes/12/27 Regen Tasks,txt,992,200,1,200.0,200,200,ok
347,1ZIgUOWyVqN0wDU_9Y08Kr2ECeXa5WB8Qd8cY0P1h9ew,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/HT Code/Troubleshooting Documentation,pdf,1848,442,1,442.0,442,442,ok
348,17t1GmhDJH829E6jlCqTUrW_o0t6G58tKlt8rK5wOSJA,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/HT Code/Testing Files/HT-Test/Debug,txt,1068,170,1,170.0,170,170,ok
349,1R90ITwLIYn1yUp3YHJsbub6VvR1BVRYm,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/HT Code/Testing Files/engine_contour_test7.csv,csv,3712,909,1,909.0,909,909,ok
350,1Jv_UEUztaSkGVoqtrcSUj7eGOFfcRiqDqrZ7MBEj530,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/HT Code/Single Phase Water HT Overview,txt,653,126,1,126.0,126,126,ok
351,175pp5WFzq07rVWHMUMLiblJ9X9j3hZDuZtpabW15jkg,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Torch Igniter/Torch Parameters,txt,92,12,1,12.0,12,12,ok
352,10Kk26f4dNm5kbTVAcLK7F_ceLWWjrNthkRrn4HCmnW0,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Torch Igniter/Torch Igniter,txt,452,66,1,66.0,66,66,ok
353,1tsus8MpngPkh8FSltoBxVbZ3TqGPulWHA4JeQ38jwOE,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Injector/Botls/Injector-Chamber Bolts,txt,415,79,1,79.0,79,79,ok
354,1bMzk8Qx4167TWKybohhV--DZhH5SBk1S0W6YmYOEAHI,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Injector/Fittings/ORB to JIC,txt,312,57,1,57.0,57,57,ok
355,1OU38OHF8dsE7BCkmS8Zitee4Vb0jRQek7sKUB3C5x5I,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Injector/Sealing/O-Rings,txt,1302,214,1,214.0,214,214,ok
356,1LZuGAvSe7VimZ_1pOpqw9OJsFmiBzqTA,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Injector/CAD / GD&T/EFCG9_Tube_Fittings_4300_2_General_Technical.pdf,pdf,88250,15146,25,738.56,897,524,ok
357,1-Z52HVhU8agYfHMeSHEWejwW8_prGpxr,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Injector/CAD / GD&T/USAStandardSizes02_oring.pdf,pdf,20181,3551,5,891.8,900,868,ok
358,15jjRVRXBhfVuXloSdNo1cttuGlY5KWos0F6KexK2U1w,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Injector/CAD / GD&T/Injector Dimensions,txt,542,95,1,95.0,95,95,ok
359,1uFGxYsT6KrRVEUhIJ-Dv8PVfrGdx7M6vkaC9IzoANdk,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Injector/Injector Sizing Documentation,txt,1124,178,1,178.0,178,178,ok
360,1NgE0Ns8yVsh1EMXhL_r2X-ty1MRkMbqdJTQpp0NZyN8,Technical Teams/Special Research and Development/Archives/#004 Regen Channel Test/Test Engine - Name?/Ripple/Finance/Sponsorships,txt,91,14,1,14.0,14,14,ok
